Sales_ID,Date_ID,Customer_ID,Product_ID,Store_ID,SoLuong,DonGiaBan,ThanhTien,GiaVon
2532,20250307,CUST_176,FP3022,ST009,95,18500,1755742.8366728541,11500
2533,20250624,CUST_143,FP3003,ST004,156,20000,3119111.631419175,13500
2534,20250612,CUST_218,FP3046,ST002,124,12000,1488357.7156568072,7000
2535,20250512,CUST_021,FP3048,ST019,321,13000,4176444.7477783263,8000
2536,20250604,CUST_114,FP3049,ST014,122,22500,2754107.850190633,16000
2537,20250622,CUST_183,FP3015,ST004,156,5500,857755.6986402731,4000
2538,20250520,CUST_146,FP3022,ST003,57,18500,1061032.1217641057,11500
2539,20250319,CUST_021,FP3035,ST008,188,6500,1224655.5257543852,5000
2540,20250513,CUST_272,FP3010,ST006,65,30500,1988134.9814223065,23000
2541,20250515,CUST_184,FP3019,ST006,98,30500,2982202.47213346,21500
2542,20250301,CUST_295,FP3031,ST004,208,38500,8005719.853975883,24500
2543,20250326,CUST_260,FP3038,ST006,65,11500,749624.6651264435,7000
2544,20250515,CUST_205,FP3013,ST015,626,12500,7822871.1324912105,8000
2545,20250513,CUST_094,FP3007,ST005,65,22000,1428474.741617916,17000
2546,20250504,CUST_215,FP3014,ST005,32,8500,275955.34781255195,5500
2547,20250410,CUST_143,FP3049,ST004,52,22500,1169666.8617821906,16000
2548,20250112,CUST_248,FP3030,ST006,98,51500,5035522.207045022,35000
2549,20250522,CUST_076,FP3034,ST005,32,12500,405816.6879596352,7500
2550,20250413,CUST_296,FP3035,ST002,41,6500,268731.25421581237,5000
2551,20250413,CUST_038,FP3018,ST027,196,42500,8340719.344311014,25500
2552,20250604,CUST_171,FP3019,ST001,121,30500,3701917.98738911,21500
2553,20250413,CUST_055,FP3008,ST009,32,32500,1028137.6971507705,23000
2554,20250114,CUST_210,FP3039,ST007,98,10000,975231.029190981,6000
2555,20250101,CUST_106,FP3029,ST001,182,29500,5370815.440720267,22000
2556,20250620,CUST_152,FP3023,ST008,251,13500,3391353.763627528,8500
2557,20250305,CUST_161,FP3018,ST029,125,42500,5316707.993634714,25500
2558,20250417,CUST_186,FP3015,ST009,32,5500,173992.53336397654,4000
2559,20250616,CUST_136,FP3030,ST009,32,51500,1629202.812408144,35000
2560,20250326,CUST_240,FP3032,ST005,32,27500,892796.7135111975,17000
2561,20250619,CUST_101,FP3043,ST010,122,13500,1644950.2467850633,9000
2562,20250616,CUST_131,FP3005,ST003,229,25000,5735308.766292464,15500
2563,20250125,CUST_042,FP3002,ST010,81,12000,974785.3314281857,8000
2564,20250428,CUST_030,FP3044,ST006,98,13500,1319991.258157433,9000
2565,20250620,CUST_136,FP3020,ST017,565,14500,8195324.024926691,10500
2566,20250503,CUST_246,FP3023,ST030,204,13500,2758433.4502295414,8500
2567,20250611,CUST_058,FP3002,ST010,41,12000,487392.66571409284,8000
2568,20250105,CUST_100,FP3034,ST016,237,12500,2957941.365805304,7500
2569,20250514,CUST_280,FP3042,ST014,490,42500,20808814.868107006,29000
2570,20250424,CUST_022,FP3030,ST010,81,51500,4183453.7140459633,35000
2571,20250306,CUST_130,FP3018,ST002,207,42500,8785444.849363098,25500
2572,20250524,CUST_282,FP3042,ST009,63,42500,2688975.515625092,29000
2573,20250220,CUST_117,FP3014,ST009,127,8500,1075590.2062500368,5500
2574,20250118,CUST_014,FP3040,ST002,41,70500,2914700.5264945803,41500
2575,20250209,CUST_131,FP3024,ST011,387,17000,6575425.7845669715,12500
2576,20250404,CUST_033,FP3021,ST024,528,16000,8447344.531995257,10500
2577,20250104,CUST_072,FP3009,ST008,63,34000,2135296.8141358513,21500
2578,20250321,CUST_168,FP3009,ST002,83,34000,2811342.351796191,21500
2579,20250128,CUST_133,FP3043,ST004,52,13500,701800.1170693144,9000
2580,20250420,CUST_222,FP3003,ST008,188,20000,3768170.8484750316,13500
2581,20250206,CUST_172,FP3020,ST007,49,14500,707042.4961634611,10500
2582,20250529,CUST_100,FP3048,ST007,244,13000,3169500.844870688,8000
2583,20250603,CUST_115,FP3031,ST007,98,38500,3754639.462385277,24500
2584,20250320,CUST_011,FP3035,ST002,41,6500,268731.25421581237,5000
2585,20250119,CUST_236,FP3031,ST008,188,38500,7253728.883314435,24500
2586,20250502,CUST_220,FP3003,ST009,63,20000,1265400.242647102,13500
2587,20250111,CUST_012,FP3030,ST007,49,51500,2511219.900166776,35000
2588,20250427,CUST_167,FP3005,ST007,49,25000,1219038.7864887263,15500
2589,20250330,CUST_192,FP3037,ST022,438,7500,3282073.160698665,4500
2590,20250207,CUST_147,FP3049,ST004,156,22500,3509000.5853465716,16000
2591,20250407,CUST_277,FP3037,ST004,52,7500,389888.95392739685,4500
2592,20250214,CUST_298,FP3042,ST008,188,42500,8007363.053009442,29000
2593,20250208,CUST_284,FP3028,ST003,115,46000,5276484.064989067,33500
2594,20250111,CUST_255,FP3047,ST001,61,15000,910307.7018169943,10500
2595,20250103,CUST_098,FP3005,ST001,121,25000,3034359.0060566477,15500
2596,20250528,CUST_150,FP3023,ST004,52,13500,701800.1170693144,8500
2597,20250629,CUST_263,FP3011,ST005,32,23500,762935.3733641142,17000
2598,20250529,CUST_232,FP3023,ST007,146,13500,1974842.8341117364,8500
2599,20250604,CUST_286,FP3042,ST007,146,42500,6217097.811092503,29000
2600,20250414,CUST_192,FP3011,ST010,122,23500,2863431.911070295,17000
2601,20250526,CUST_006,FP3045,ST001,61,13500,819276.9316352949,8500
2602,20250509,CUST_056,FP3016,ST002,41,6000,248059.6192761345,4500
2603,20250521,CUST_185,FP3039,ST009,32,10000,316350.0606617755,6000
2604,20250621,CUST_158,FP3036,ST006,33,10000,325923.76744627976,7500
2605,20250107,CUST_228,FP3024,ST006,33,17000,554070.4046586757,12500
2606,20250616,CUST_284,FP3006,ST010,41,19500,792013.0817854009,13000
2607,20250209,CUST_140,FP3017,ST006,65,49500,3226645.2977181696,31000
2608,20250124,CUST_198,FP3015,ST001,182,5500,1001338.4719986938,4000
2609,20250524,CUST_002,FP3046,ST009,32,12000,379620.07279413065,7000
2610,20250305,CUST_014,FP3018,ST006,65,42500,2770352.023293378,25500
2611,20250414,CUST_130,FP3018,ST005,65,42500,2759553.4781255196,25500
2612,20250617,CUST_160,FP3025,ST005,32,18000,584376.0306618747,12500
2613,20250126,CUST_187,FP3030,ST003,229,51500,11814736.058562474,35000
2614,20250607,CUST_070,FP3013,ST009,32,12500,395437.5758272194,8000
2615,20250407,CUST_156,FP3029,ST001,121,29500,3580543.6271468443,22000
2616,20250401,CUST_012,FP3017,ST006,130,49500,6453290.595436339,31000
2617,20250611,CUST_148,FP3002,ST020,264,12000,3167571.2852425454,8000
2618,20250530,CUST_082,FP3033,ST030,613,28500,17470078.51812043,19000
2619,20250208,CUST_162,FP3050,ST011,774,16500,12764061.817100592,10000
2620,20250312,CUST_247,FP3039,ST004,104,10000,1039703.877139725,6000
2621,20250601,CUST_076,FP3031,ST029,125,38500,4816311.947174976,24500
2622,20250624,CUST_163,FP3019,ST006,163,30500,4970337.4535557665,21500
2623,20250619,CUST_146,FP3033,ST002,83,28500,2356566.3831232777,19000
2624,20250324,CUST_063,FP3044,ST004,260,13500,3509000.5853465716,9000
2625,20250212,CUST_017,FP3034,ST006,33,12500,407404.7093078497,7500
2626,20250202,CUST_140,FP3022,ST009,32,18500,585247.6122242847,11500
2627,20250513,CUST_037,FP3001,ST004,52,11500,597829.7293553419,7000
2628,20250206,CUST_003,FP3049,ST008,63,22500,1413064.0681781368,16000
2629,20250425,CUST_076,FP3049,ST006,98,22500,2199985.4302623887,16000
2630,20250104,CUST_072,FP3019,ST001,61,30500,1850958.993694555,21500
2631,20250109,CUST_279,FP3040,ST007,49,70500,3437689.377898208,41500
2632,20250409,CUST_186,FP3049,ST008,251,22500,5652256.272712547,16000
2633,20250106,CUST_218,FP3011,ST007,146,23500,3437689.377898208,17000
2634,20250425,CUST_029,FP3015,ST006,130,5500,717032.2883818155,4000
2635,20250226,CUST_111,FP3022,ST005,65,18500,1201217.3963605203,11500
2636,20250212,CUST_210,FP3014,ST005,32,8500,275955.34781255195,5500
2637,20250628,CUST_083,FP3018,ST003,57,42500,2437506.225674297,25500
2638,20250529,CUST_254,FP3028,ST004,104,46000,4782637.834842735,33500
2639,20250130,CUST_064,FP3005,ST007,49,25000,1219038.7864887263,15500
2640,20250403,CUST_077,FP3035,ST009,95,6500,616882.6182904623,5000
2641,20250125,CUST_090,FP3004,ST018,163,17000,2764646.7753290567,10000
2642,20250209,CUST_150,FP3019,ST002,41,30500,1260969.7313203504,21500
2643,20250413,CUST_083,FP3019,ST009,32,30500,964867.6850184153,21500
2644,20250105,CUST_218,FP3049,ST002,124,22500,2790670.716856513,16000
2645,20250320,CUST_126,FP3041,ST028,429,50500,21655897.976037167,34000
2646,20250514,CUST_215,FP3038,ST001,61,11500,697902.571393029,7000
2647,20250413,CUST_209,FP3025,ST002,41,18000,744178.8578284036,12500
2648,20250317,CUST_191,FP3035,ST008,63,6500,408218.50858479505,5000
2649,20250115,CUST_192,FP3014,ST003,115,8500,975002.4902697188,5500
2650,20250306,CUST_032,FP3032,ST006,65,27500,1792580.7209545388,17000
2651,20250417,CUST_297,FP3046,ST003,57,12000,688237.0519550956,7000
2652,20250310,CUST_161,FP3013,ST005,97,12500,1217450.0638789057,8000
2653,20250527,CUST_064,FP3001,ST017,188,11500,2166579.914635792,7000
2654,20250212,CUST_009,FP3029,ST008,126,29500,3705368.0010004477,22000
2655,20250524,CUST_173,FP3006,ST004,52,19500,1013711.2802112319,13000
2656,20250103,CUST_282,FP3017,ST003,57,49500,2838977.8393147695,31000
2657,20250208,CUST_161,FP3006,ST001,61,19500,1183400.0123620925,13000
2658,20250620,CUST_011,FP3018,ST005,65,42500,2759553.4781255196,25500
2659,20250629,CUST_033,FP3001,ST010,41,11500,467084.6379760056,7000
2660,20250214,CUST_078,FP3027,ST002,165,17000,2811342.351796191,11000
2661,20250116,CUST_144,FP3030,ST023,328,51500,16873064.473191995,35000
2662,20250330,CUST_215,FP3004,ST008,63,17000,1067648.4070679257,10000
2663,20250502,CUST_072,FP3036,ST016,237,10000,2366353.0926442435,7500
2664,20250126,CUST_217,FP3009,ST010,81,34000,2761891.7723798594,21500
2665,20250621,CUST_257,FP3040,ST014,122,70500,8629537.930597316,41500
2666,20250125,CUST_008,FP3049,ST008,63,22500,1413064.0681781368,16000
2667,20250512,CUST_088,FP3030,ST002,41,51500,2129178.3987868214,35000
2668,20250129,CUST_199,FP3010,ST023,109,30500,3330928.5853226916,23000
2669,20250124,CUST_073,FP3044,ST021,315,13500,4254584.5349463625,9000
2670,20250303,CUST_074,FP3030,ST003,57,51500,2953684.0146406186,35000
2671,20250506,CUST_175,FP3047,ST002,41,15000,620149.0481903363,10500
2672,20250211,CUST_268,FP3022,ST012,464,18500,8591858.855410712,11500
2673,20250210,CUST_084,FP3017,ST010,41,49500,2010494.746070633,31000
2674,20250531,CUST_234,FP3022,ST008,126,18500,2323705.3565596025,11500
2675,20250514,CUST_104,FP3043,ST008,63,13500,847838.440906882,9000
2676,20250623,CUST_288,FP3009,ST005,32,34000,1103821.3912502078,21500
2677,20250128,CUST_253,FP3048,ST010,81,13000,1056017.4423805345,8000
2678,20250512,CUST_226,FP3048,ST003,115,13000,1491180.2792360405,8000
2679,20250401,CUST_214,FP3024,ST006,65,17000,1108140.8093173513,12500
2680,20250419,CUST_273,FP3036,ST003,57,10000,573530.8766292464,7500
2681,20250310,CUST_010,FP3032,ST007,49,27500,1340942.6651375988,17000
2682,20250601,CUST_043,FP3011,ST010,41,23500,954477.3036900985,17000
2683,20250523,CUST_078,FP3024,ST008,188,17000,3202945.2212037765,12500
2684,20250420,CUST_101,FP3013,ST018,163,12500,2032828.511271365,8000
2685,20250611,CUST_154,FP3010,ST004,52,30500,1585548.4126380805,23000
2686,20250406,CUST_193,FP3024,ST007,49,17000,828946.3748123338,12500
2687,20250515,CUST_047,FP3039,ST005,65,10000,649306.7007354164,6000
2688,20250619,CUST_246,FP3038,ST003,115,11500,1319121.0162472667,7000
2689,20250406,CUST_008,FP3004,ST010,162,17000,2761891.7723798594,10000
2690,20250210,CUST_108,FP3036,ST005,65,10000,649306.7007354164,7500
2691,20250119,CUST_001,FP3026,ST003,115,18000,2064711.155865287,11500
2692,20250401,CUST_185,FP3006,ST018,163,19500,3171212.4775833297,13000
2693,20250101,CUST_175,FP3033,ST001,121,28500,3459169.2669045785,19000
2694,20250531,CUST_157,FP3043,ST006,98,13500,1319991.258157433,9000
2695,20250623,CUST_190,FP3023,ST006,65,13500,879994.1721049554,8500
2696,20250505,CUST_249,FP3010,ST003,229,30500,6997076.694876806,23000
2697,20250603,CUST_216,FP3037,ST009,127,7500,949050.1819853266,4500
2698,20250106,CUST_021,FP3049,ST027,589,22500,13247024.840964552,16000
2699,20250128,CUST_010,FP3020,ST007,98,14500,1414084.9923269222,10500
2700,20250309,CUST_206,FP3004,ST001,61,17000,1031682.0620592602,10000
2701,20250123,CUST_038,FP3040,ST001,121,70500,8556892.397079747,41500
2702,20250507,CUST_270,FP3009,ST006,33,34000,1108140.8093173513,21500
2703,20250210,CUST_112,FP3006,ST019,321,19500,6264667.121667489,13000
2704,20250522,CUST_101,FP3043,ST009,32,13500,427072.581893397,9000
2705,20250223,CUST_262,FP3013,ST002,83,12500,1033581.7469838938,8000
2706,20250107,CUST_233,FP3033,ST010,122,28500,3472672.7432129113,19000
2707,20250227,CUST_052,FP3025,ST005,65,18000,1168752.0613237494,12500
2708,20250213,CUST_220,FP3031,ST001,121,38500,4672912.869327238,24500
2709,20250226,CUST_182,FP3015,ST001,303,5500,1668897.4533311562,4000
2710,20250307,CUST_109,FP3045,ST026,334,13500,4506477.7147882115,8500
2711,20250405,CUST_211,FP3036,ST008,188,10000,1884085.4242375158,7500
2712,20250614,CUST_279,FP3038,ST001,61,11500,697902.571393029,7000
2713,20250506,CUST_025,FP3002,ST003,57,12000,688237.0519550956,8000
2714,20250627,CUST_145,FP3029,ST009,63,29500,1866465.3579044756,22000
2715,20250121,CUST_105,FP3021,ST013,220,16000,3522594.126871734,10500
2716,20250524,CUST_067,FP3034,ST002,41,12500,516790.8734919469,7500
2717,20250607,CUST_131,FP3004,ST001,61,17000,1031682.0620592602,10000
2718,20250407,CUST_203,FP3041,ST008,63,50500,3171543.797466485,34000
2719,20250220,CUST_135,FP3005,ST009,32,25000,790875.1516544388,15500
2720,20250428,CUST_086,FP3010,ST024,880,30500,26837917.5235266,23000
2721,20250201,CUST_133,FP3006,ST008,251,19500,4898622.103017541,13000
2722,20250126,CUST_219,FP3048,ST029,125,13000,1626287.1509941476,8000
2723,20250212,CUST_042,FP3012,ST002,41,23000,950895.2072251823,14000
2724,20250614,CUST_143,FP3042,ST005,97,42500,4139330.217188279,29000
2725,20250324,CUST_218,FP3030,ST010,41,51500,2091726.8570229816,35000
2726,20250425,CUST_182,FP3018,ST010,162,42500,6904729.430949649,25500
2727,20250226,CUST_231,FP3003,ST008,126,20000,2512113.898983354,13500
2728,20250614,CUST_174,FP3011,ST001,61,23500,1426148.7328466245,17000
2729,20250213,CUST_020,FP3014,ST007,244,8500,2072365.9370308344,5500
2730,20250106,CUST_024,FP3015,ST024,176,5500,967924.8942911233,4000
2731,20250307,CUST_155,FP3047,ST005,32,15000,486980.02555156226,10500
2732,20250428,CUST_071,FP3026,ST005,65,18000,1168752.0613237494,11500
2733,20250126,CUST_009,FP3043,ST001,182,13500,2457830.7949058847,9000
2734,20250203,CUST_032,FP3004,ST010,41,17000,690472.9430949648,10000
2735,20250528,CUST_169,FP3019,ST016,237,30500,7217376.932564942,21500
2736,20250507,CUST_184,FP3017,ST030,204,49500,10114255.984174985,31000
2737,20250418,CUST_104,FP3036,ST007,244,10000,2438077.5729774525,7500
2738,20250315,CUST_294,FP3003,ST004,156,20000,3119111.631419175,13500
2739,20250206,CUST_085,FP3022,ST005,32,18500,600608.6981802601,11500
2740,20250123,CUST_141,FP3012,ST003,229,23000,5276484.064989067,14000
2741,20250516,CUST_117,FP3004,ST010,122,17000,2071418.8292848945,10000
2742,20250208,CUST_213,FP3024,ST009,32,17000,537795.1031250184,12500
2743,20250313,CUST_055,FP3019,ST010,122,30500,3716369.076069958,21500
2744,20250116,CUST_204,FP3016,ST004,208,6000,1247644.65256767,4500
2745,20250601,CUST_027,FP3030,ST001,121,51500,6250779.552476694,35000
2746,20250327,CUST_039,FP3028,ST006,98,46000,4497747.990758661,33500
2747,20250309,CUST_017,FP3004,ST004,52,17000,883748.2955687662,10000
2748,20250220,CUST_064,FP3009,ST007,49,34000,1657892.7496246677,21500
2749,20250113,CUST_020,FP3047,ST016,473,15000,7099059.2779327305,10500
2750,20250126,CUST_200,FP3005,ST008,314,25000,7850355.934322982,15500
2751,20250518,CUST_012,FP3005,ST006,130,25000,3259237.6744627976,15500
2752,20250220,CUST_134,FP3009,ST015,1043,34000,35463682.467293486,21500
2753,20250112,CUST_022,FP3013,ST029,250,12500,3127475.290373361,8000
2754,20250206,CUST_150,FP3014,ST005,32,8500,275955.34781255195,5500
2755,20250501,CUST_046,FP3014,ST007,98,8500,828946.3748123338,5500
2756,20250605,CUST_206,FP3018,ST002,41,42500,1757088.9698726195,25500
2757,20250120,CUST_275,FP3032,ST003,57,27500,1577209.9107304276,17000
2758,20250512,CUST_043,FP3022,ST001,243,18500,4490851.3289638385,11500
2759,20250614,CUST_004,FP3014,ST009,95,8500,806692.6546875276,5500
2760,20250212,CUST_267,FP3006,ST008,63,19500,1224655.5257543852,13000
2761,20250108,CUST_219,FP3005,ST010,41,25000,1015401.38690436,15500
2762,20250615,CUST_078,FP3002,ST001,61,12000,728246.1614535955,8000
2763,20250622,CUST_206,FP3016,ST005,32,6000,194792.0102206249,4500
2764,20250408,CUST_211,FP3034,ST003,115,12500,1433827.191573116,7500
2765,20250425,CUST_300,FP3016,ST005,32,6000,194792.0102206249,4500
2766,20250215,CUST_029,FP3038,ST006,65,11500,749624.6651264435,7000
2767,20250624,CUST_105,FP3045,ST008,63,13500,847838.440906882,8500
2768,20250512,CUST_231,FP3050,ST027,196,16500,3238161.627791335,10000
2769,20250420,CUST_163,FP3012,ST003,57,23000,1319121.0162472667,14000
2770,20250301,CUST_250,FP3029,ST007,49,29500,1438465.768056697,22000
2771,20250426,CUST_098,FP3039,ST006,33,10000,325923.76744627976,6000
2772,20250312,CUST_130,FP3016,ST007,49,6000,292569.30875729426,4500
2773,20250107,CUST_163,FP3020,ST004,52,14500,753785.3109263006,10500
2774,20250507,CUST_172,FP3011,ST007,244,23500,5729482.296497013,17000
2775,20250524,CUST_251,FP3010,ST025,424,30500,12943078.754235204,23000
2776,20250425,CUST_101,FP3013,ST011,774,12500,9669743.80083378,8000
2777,20250319,CUST_247,FP3035,ST006,33,6500,211850.44884008184,5000
2778,20250108,CUST_093,FP3050,ST005,32,16500,535678.0281067184,10000
2779,20250530,CUST_283,FP3012,ST024,528,23000,12143057.764743183,14000
2780,20250315,CUST_298,FP3012,ST001,182,23000,4187415.428358174,14000
2781,20250322,CUST_182,FP3043,ST005,130,13500,1753128.091985624,9000
2782,20250510,CUST_196,FP3036,ST009,95,10000,949050.1819853266,7500
2783,20250626,CUST_088,FP3034,ST005,32,12500,405816.6879596352,7500
2784,20250418,CUST_257,FP3018,ST013,440,42500,18713781.299006086,25500
2785,20250602,CUST_015,FP3027,ST010,122,17000,2071418.8292848945,11000
2786,20250213,CUST_040,FP3048,ST005,32,13000,422049.3554780206,8000
2787,20250208,CUST_199,FP3008,ST006,33,32500,1059252.2442004092,23000
2788,20250112,CUST_051,FP3009,ST006,98,34000,3324422.4279520535,21500
2789,20250523,CUST_158,FP3039,ST018,488,10000,4878788.427051276,6000
2790,20250111,CUST_078,FP3012,ST008,251,23000,5777861.967661715,14000
2791,20250216,CUST_168,FP3011,ST003,57,23500,1347797.560078729,17000
2792,20250430,CUST_128,FP3024,ST008,63,17000,1067648.4070679257,12500
2793,20250605,CUST_057,FP3022,ST008,63,18500,1161852.6782798013,11500
2794,20250111,CUST_255,FP3011,ST010,81,23500,1908954.607380197,17000
2795,20250204,CUST_222,FP3035,ST005,32,6500,211024.6777390103,5000
2796,20250616,CUST_053,FP3002,ST003,57,12000,688237.0519550956,8000
2797,20250507,CUST_099,FP3044,ST007,49,13500,658280.9447039121,9000
2798,20250215,CUST_056,FP3042,ST005,32,42500,1379776.7390627598,29000
2799,20250629,CUST_275,FP3012,ST004,104,23000,2391318.9174213675,14000
2800,20250308,CUST_204,FP3025,ST010,122,18000,2193266.995713418,12500
2801,20250628,CUST_201,FP3035,ST005,65,6500,422049.3554780206,5000
2802,20250529,CUST_241,FP3011,ST009,32,23500,743422.6425551724,17000
2803,20250131,CUST_186,FP3019,ST021,158,30500,4806104.7524394095,21500
2804,20250108,CUST_202,FP3034,ST006,65,12500,814809.4186156994,7500
2805,20250208,CUST_278,FP3047,ST007,146,15000,2194269.815679707,10500
2806,20250106,CUST_163,FP3004,ST008,63,17000,1067648.4070679257,10000
2807,20250103,CUST_172,FP3007,ST009,32,22000,695970.1334559062,17000
2808,20250107,CUST_181,FP3024,ST002,41,17000,702835.5879490478,12500
2809,20250102,CUST_212,FP3041,ST005,130,50500,6557997.677427705,34000
2810,20250109,CUST_223,FP3036,ST024,528,10000,5279590.332497036,7500
2811,20250105,CUST_097,FP3025,ST004,104,18000,1871466.978851505,12500
2812,20250225,CUST_077,FP3002,ST009,63,12000,759240.1455882613,8000
2813,20250410,CUST_021,FP3009,ST007,98,34000,3315785.4992493354,21500
2814,20250405,CUST_089,FP3004,ST005,32,17000,551910.6956251039,10000
2815,20250403,CUST_064,FP3003,ST009,127,20000,2530800.485294204,13500
2816,20250305,CUST_125,FP3025,ST004,156,18000,2807200.4682772574,12500
2817,20250519,CUST_128,FP3035,ST007,146,6500,950850.2534612064,5000
2818,20250624,CUST_054,FP3008,ST013,220,32500,7155269.32020821,23000
2819,20250223,CUST_116,FP3038,ST005,65,11500,746702.7058457287,7000
2820,20250213,CUST_127,FP3014,ST020,132,8500,1121848.1635234016,5500
2821,20250420,CUST_145,FP3029,ST005,32,29500,957727.3835847391,22000
2822,20250604,CUST_167,FP3048,ST005,97,13000,1266148.0664340619,8000
2823,20250424,CUST_294,FP3045,ST010,81,13500,1096633.497856709,8500
2824,20250201,CUST_218,FP3027,ST002,83,17000,1405671.1758980956,11000
2825,20250620,CUST_154,FP3025,ST004,52,18000,935733.4894257525,12500
2826,20250527,CUST_266,FP3001,ST006,33,11500,374812.33256322175,7000
2827,20250425,CUST_160,FP3034,ST009,32,12500,395437.5758272194,7500
2828,20250224,CUST_079,FP3009,ST004,52,34000,1767496.5911375324,21500
2829,20250618,CUST_154,FP3014,ST004,156,8500,1325622.4433531493,5500
2830,20250626,CUST_038,FP3014,ST001,182,8500,1547523.0930888904,5500
2831,20250515,CUST_014,FP3007,ST008,188,22000,4144987.9333225344,17000
2832,20250404,CUST_216,FP3027,ST011,387,17000,6575425.7845669715,11000
2833,20250623,CUST_041,FP3021,ST008,63,16000,1004845.5595933417,10500
2834,20250308,CUST_282,FP3006,ST007,244,19500,4754251.267306032,13000
2835,20250105,CUST_051,FP3042,ST005,32,42500,1379776.7390627598,29000
2836,20250416,CUST_297,FP3050,ST001,61,16500,1001338.4719986938,10000
2837,20250522,CUST_152,FP3034,ST002,41,12500,516790.8734919469,7500
2838,20250415,CUST_014,FP3042,ST008,63,42500,2669121.0176698137,29000
2839,20250206,CUST_285,FP3045,ST001,121,13500,1638553.8632705898,8500
2840,20250504,CUST_121,FP3033,ST005,32,28500,925262.0485479683,19000
2841,20250629,CUST_226,FP3046,ST025,212,12000,2546179.4270626632,7000
2842,20250625,CUST_224,FP3043,ST004,156,13500,2105400.351207943,9000
2843,20250412,CUST_112,FP3032,ST016,237,27500,6507471.004771669,17000
2844,20250129,CUST_024,FP3003,ST005,65,20000,1298613.4014708328,13500
2845,20250312,CUST_096,FP3037,ST022,292,7500,2188048.7737991097,4500
2846,20250113,CUST_061,FP3043,ST002,41,13500,558134.1433713026,9000
2847,20250212,CUST_271,FP3006,ST002,207,19500,4030968.813237186,13000
2848,20250110,CUST_154,FP3043,ST016,237,13500,3194576.6750697284,9000
2849,20250322,CUST_111,FP3042,ST003,229,42500,9750024.902697189,29000
2850,20250312,CUST_012,FP3027,ST001,61,17000,1031682.0620592602,11000
2851,20250330,CUST_278,FP3002,ST004,52,12000,623822.326283835,8000
2852,20250221,CUST_105,FP3017,ST006,98,49500,4839967.946577255,31000
2853,20250602,CUST_234,FP3034,ST022,146,12500,1823373.978165925,7500
2854,20250307,CUST_137,FP3041,ST014,490,50500,24725768.255044796,34000
2855,20250225,CUST_155,FP3048,ST026,167,13000,2169785.566379509,8000
2856,20250306,CUST_044,FP3037,ST015,626,7500,4693722.6794947265,4500
2857,20250526,CUST_152,FP3015,ST008,126,5500,690831.3222204224,4000
2858,20250121,CUST_192,FP3013,ST001,182,12500,2275769.254542486,8000
2859,20250529,CUST_189,FP3008,ST010,162,32500,5280087.211902672,23000
2860,20250421,CUST_120,FP3037,ST006,33,7500,244442.82558470982,4500
2861,20250316,CUST_227,FP3049,ST010,41,22500,913861.248213924,16000
2862,20250107,CUST_233,FP3009,ST007,146,34000,4973678.248874003,21500
2863,20250317,CUST_076,FP3008,ST029,125,32500,4065717.8774853693,23000
2864,20250102,CUST_247,FP3012,ST010,41,23000,934169.2759520112,14000
2865,20250510,CUST_261,FP3031,ST001,121,38500,4672912.869327238,24500
2866,20250325,CUST_174,FP3042,ST018,325,42500,13823233.876645282,29000
2867,20250112,CUST_232,FP3028,ST002,41,46000,1901790.4144503647,33500
2868,20250108,CUST_232,FP3011,ST001,121,23500,2852297.465693249,17000
2869,20250628,CUST_142,FP3037,ST009,32,7500,237262.54549633164,4500
2870,20250518,CUST_030,FP3010,ST027,589,30500,17957078.11775195,23000
2871,20250531,CUST_248,FP3012,ST003,115,23000,2638242.0324945333,14000
2872,20250320,CUST_178,FP3044,ST011,1547,13500,20886646.60980097,9000
2873,20250620,CUST_190,FP3046,ST009,63,12000,759240.1455882613,7000
2874,20250429,CUST_094,FP3017,ST006,33,49500,1613322.6488590848,31000
2875,20250307,CUST_209,FP3048,ST002,41,13000,537462.5084316247,8000
2876,20250127,CUST_118,FP3035,ST008,63,6500,408218.50858479505,5000
2877,20250418,CUST_235,FP3020,ST008,63,14500,910641.288381466,10500
2878,20250414,CUST_297,FP3010,ST001,121,30500,3701917.98738911,23000
2879,20250209,CUST_060,FP3030,ST007,49,51500,2511219.900166776,35000
2880,20250509,CUST_122,FP3033,ST004,52,28500,1481578.024924108,19000
2881,20250630,CUST_172,FP3012,ST010,81,23000,1868338.5519040225,14000
2882,20250127,CUST_034,FP3016,ST001,61,6000,364123.08072679775,4500
2883,20250421,CUST_272,FP3014,ST005,97,8500,827866.0434376558,5500
2884,20250611,CUST_115,FP3050,ST008,188,16500,3108740.949991901,10000
2885,20250218,CUST_149,FP3044,ST006,33,13500,439997.0860524777,9000
2886,20250201,CUST_243,FP3015,ST004,104,5500,571837.1324268488,4000
2887,20250507,CUST_094,FP3028,ST024,176,46000,8095371.843162122,33500
2888,20250526,CUST_203,FP3012,ST007,98,23000,2243031.367139256,14000
2889,20250112,CUST_068,FP3001,ST002,124,11500,1426342.8108377734,7000
2890,20250228,CUST_004,FP3042,ST003,57,42500,2437506.225674297,29000
2891,20250131,CUST_137,FP3039,ST030,204,10000,2043284.0372070677,6000
2892,20250627,CUST_293,FP3020,ST028,429,14500,6218030.111931464,10500
2893,20250411,CUST_168,FP3018,ST030,613,42500,26051871.474390112,25500
2894,20250329,CUST_199,FP3017,ST010,122,49500,6031484.238211899,31000
